Date,Close_BAC,Close_JPM,daily_returns_BAC
2020-01-03,34.900001525878906,138.33999633789062,-0.02076312784630585
2020-01-06,34.849998474121094,138.22999572753906,-0.0014327521367222262
2020-01-07,34.619998931884766,135.8800048828125,-0.006599700209660608
2020-01-08,34.970001220703125,136.94000244140625,0.010109829567210404
2020-01-09,35.029998779296875,137.44000244140625,0.001715686488401591
2020-01-10,34.7400016784668,136.07000732421875,-0.008278535853146196
2020-01-13,35.060001373291016,137.1999969482422,0.009211274593074359
2020-01-14,35.31999969482422,138.8000030517578,0.007415810363637698
2020-01-15,34.66999816894531,136.72000122070312,-0.01840321436849157
2020-01-16,34.720001220703125,137.25,0.001442257121392121
2020-01-17,34.709999084472656,138.1999969482422,-0.0002880799504265674
2020-01-21,34.2599983215332,136.83999633789062,-0.012964585848714627
2020-01-22,34.36000061035156,136.67999267578125,0.0029189227588346522
2020-01-23,34.119998931884766,136.5399932861328,-0.006984914848764401
2020-01-24,33.540000915527344,133.14999389648438,-0.01699877006195971
2020-01-27,32.849998474121094,132.02999877929688,-0.020572523034333434
2020-01-28,33.2400016784668,134.42999267578125,0.01187224421495614
2020-01-29,33.0099983215332,134.22999572753906,-0.006919474889274468
2020-01-30,33.47999954223633,135.88999938964844,0.014238147367506393
2020-01-31,32.83000183105469,132.36000061035156,-0.019414507767888223
2020-02-03,32.970001220703125,133.3699951171875,0.004264373494978324
2020-02-04,33.619998931884766,135.2899932861328,0.01971482217518039
2020-02-05,34.709999084472656,137.58999633789062,0.03242118343894851
2020-02-06,34.66999816894531,137.61000061035156,-0.0011524320536567823
2020-02-07,34.61000061035156,137.1699981689453,-0.00173053249963806
2020-02-10,34.689998626708984,137.74000549316406,0.0023114133183081975
2020-02-11,34.77000045776367,138.0,0.002306192972665322
2020-02-12,34.91999816894531,138.0,0.0043139979639588155
2020-02-13,34.90999984741211,137.8800048828125,-0.000286320792023842
2020-02-14,34.849998474121094,137.4600067138672,-0.0017187445876045704
2020-02-18,34.27000045776367,135.63999938964844,-0.016642698472085105
2020-02-19,34.720001220703125,137.49000549316406,0.013131040470631516
2020-02-20,34.849998474121094,137.49000549316406,0.0037441603930721268
2020-02-21,34.36000061035156,135.80999755859375,-0.014060197567394295
2020-02-24,32.72999954223633,132.16000366210938,-0.04743891266475031
2020-02-25,31.079999923706055,126.26000213623047,-0.050412454677887686
2020-02-26,30.6299991607666,126.63999938964844,-0.014478789061907915
2020-02-27,29.1299991607666,121.37000274658203,-0.048971597815821055
2020-02-28,28.5,116.11000061035156,-0.021627160278641866
2020-03-02,29.3700008392334,121.5199966430664,0.030526345236259633
2020-03-03,27.75,116.95999908447266,-0.05515835181963458
2020-03-04,28.389999389648438,119.8499984741211,0.02306304106841206
2020-03-05,26.780000686645508,113.97000122070312,-0.056710064727580334
2020-03-06,25.709999084472656,108.08000183105469,-0.03995524924338156
2020-03-09,21.93000030517578,93.44000244140625,-0.14702446183982065
2020-03-10,23.610000610351562,100.69999694824219,0.07660739999074595
2020-03-11,22.670000076293945,95.95999908447266,-0.03981365987959706
2020-03-12,20.510000228881836,88.05000305175781,-0.09528009881529842
2020-03-13,24.15999984741211,103.91000366210938,0.17796194918566632
2020-03-16,20.440000534057617,88.36000061035156,-0.15397348248547105
2020-03-17,21.979999542236328,93.76000213623047,0.0753424152613269
2020-03-18,20.790000915527344,83.88999938964844,-0.05414006603695809
2020-03-19,21.200000762939453,85.30000305175781,0.019721011513082365
2020-03-20,19.670000076293945,83.5,-0.07216984111246649
2020-03-23,18.079999923706055,79.02999877929688,-0.08083376443420254
2020-03-24,21.030000686645508,88.43000030517578,0.16316375970065589
2020-03-25,21.100000381469727,91.7300033569336,0.0033285636014586117
2020-03-26,22.719999313354492,98.12000274658203,0.07677719917519377
2020-03-27,21.600000381469727,91.12999725341797,-0.049295729125592325
2020-03-30,22.040000915527344,93.5,0.020370394735505837
2020-03-31,21.229999542236328,90.02999877929688,-0.036751421943924
2020-04-01,19.770000457763672,84.36000061035156,-0.06877056598932285
2020-04-02,20.56999969482422,87.51000213623047,0.04046531201502268
2020-04-03,20.030000686645508,84.05000305175781,-0.02625177521585398
2020-04-06,21.389999389648438,89.45999908447266,0.06789808569051492
2020-04-07,22.139999389648438,90.63999938964844,0.03506311460499423
2020-04-08,23.450000762939453,94.30000305175781,0.05916898868134157
2020-04-09,24.860000610351562,102.76000213623047,0.060127923306530606
2020-04-13,23.920000076293945,98.19000244140625,-0.037811766330617336
2020-04-14,23.729999542236328,95.5,-0.00794316611419743
2020-04-15,22.190000534057617,90.79000091552734,-0.06489671461803914
2020-04-16,21.420000076293945,87.33000183105469,-0.034700335251540926
2020-04-17,23.280000686645508,95.18000030517578,0.0868347620787393
2020-04-20,22.5,91.70999908447266,-0.033505183146019135
2020-04-21,21.639999389648438,89.05000305175781,-0.03822224934895835
2020-04-22,21.799999237060547,89.33999633789062,0.007393708499300766
2020-04-23,21.8700008392334,89.38999938964844,0.003211082780858465
2020-04-24,22.18000030517578,90.70999908447266,0.014174643532078202
2020-04-27,23.469999313354492,94.62000274658203,0.058160459442269996
2020-04-28,23.889999389648438,95.29000091552734,0.017895189117238974
2020-04-29,24.780000686645508,97.86000061035156,0.03725413644768483
2020-04-30,24.049999237060547,95.76000213623047,-0.029459299005523243
