,pct_change,pct_change2,pct_change5,rsi,adx,corr,volatility
2017-01-05 09:45:00+00:00,-0.0001150880423524,-0.0009199632014719,-0.0009199632014719,46.84966692903504,9.932116201473487,0.7952426772803339,0.1124988165821748
2017-01-05 10:00:00+00:00,-0.0031077348066297,-0.0032224651858672,-0.0039102932719953,42.011647454107546,10.304958478395342,0.702034453689358,0.0920294777218504
2017-01-05 10:15:00+00:00,-0.0024246622791825,-0.0055248618784531,-0.0056393140752676,38.77289191374362,10.916288124046542,0.506866426998391,0.1033200316736474
2017-01-05 10:30:00+00:00,-0.0003472222222222,-0.0027710426047801,-0.0067847286108555,38.33382979777215,11.716812753003982,0.3132860492333432,0.1033205026116823
2017-01-05 10:45:00+00:00,-0.0033576473312492,-0.0037037037037036,-0.0093221314305443,34.41581629065944,12.62238457410602,0.0734286536652175,0.1220798900815924
2017-01-05 11:00:00+00:00,-0.002439591078067,-0.0057890471228435,-0.0116252302025783,31.95606261512345,13.75818032375972,-0.0717073748029018,0.1281446625943732
2017-01-05 11:15:00+00:00,-0.0029113776639105,-0.0053438661710037,-0.0114305507447177,29.35819537735945,14.970549038824505,-0.1115335817334822,0.1349454309171407
2017-01-05 11:30:00+00:00,0.0011679514132212,-0.0017468265983462,-0.0078703703703703,31.669059543844835,16.136288187925256,-0.1010318744054896,0.1380403811854361
2017-01-05 11:45:00+00:00,-0.0045496966868875,-0.0033870590983414,-0.0120412180155146,27.9593670232322,16.266238940403984,0.0165309029739333,0.1545602355436411
2017-01-05 12:00:00+00:00,0.0017578811672329,-0.002799813345777,-0.0069702602230484,31.18380051393309,16.391191587018145,0.1643222286036889,0.1607874486367982
2017-01-05 12:15:00+00:00,0.0016378100140383,0.0033985702566505,-0.0029113776639105,34.04907928526933,16.28404778553378,0.310833078073789,0.1665910874813414
2017-01-05 12:30:00+00:00,0.0004671805652884,0.0021057557323351,0.0004671805652884,34.855055474115574,16.00578296813928,0.451558710670197,0.1666052141951548
2017-01-05 12:45:00+00:00,-0.001867849638104,-0.0014015416958653,-0.0025664955669622,33.16879606003849,15.909030915291751,0.5759755809773269,0.167988684733788
2017-01-05 13:00:00+00:00,0.0009356725146199,-0.000933924819052,0.0029298019453884,34.80882223633318,15.816000095246055,0.6510563248454044,0.1694213668941341
2017-01-05 13:15:00+00:00,0.0011684973124561,0.0021052631578946,0.0023397285914834,36.824241081034806,15.600613969610237,0.6858473890472515,0.1714051616038983
2017-01-05 13:30:00+00:00,-0.0011671335200745,0.0,-0.0004671805652883,35.67714468134015,15.427707640043662,0.7113568732170841,0.1717075027053752
2017-01-05 13:45:00+00:00,-0.0002336994624914,-0.0014005602240897,-0.0011674060238151,35.44746917629338,15.2963039957685,0.7240211066707914,0.1717820041706948
2017-01-05 14:00:00+00:00,0.0005843852267415,0.0003505491937367,0.0012865497076022,36.51014854577946,15.16995433781161,0.7254879345932888,0.1707334118473998
2017-01-05 14:15:00+00:00,0.0019857493283494,0.0025712949976626,0.0023369946249123,40.00262496015336,14.837649240792611,0.7049444780858546,0.1777608112290601
2017-01-05 14:30:00+00:00,0.0,0.0019857493283494,0.0011671335200746,40.00262496015336,14.43066737733376,0.6829017473089308,0.1769830962807677
2017-01-05 14:45:00+00:00,-0.000466309162975,-0.000466309162975,0.0018695956999299,39.45034695620619,13.882405774720093,0.6623672757229729,0.1736605831891331
2017-01-05 15:00:00+00:00,-0.0012829484487987,-0.0017486593611565,0.0008181393174382,37.95180892288678,13.53068685603419,0.6463997568018378,0.1736913816235465
2017-01-05 15:15:00+00:00,0.0012845965199113,0.0,0.0015185141922671,40.30985828504615,13.192495588066976,0.6122218949929624,0.1773562933085
2017-01-05 15:30:00+00:00,0.0013995801259623,0.0026859745416325,0.0009326183259501,42.777120869368254,12.692003032561312,0.5543216461605318,0.1813267754566676
2017-01-05 15:45:00+00:00,0.0002329373398555,0.0016328434802892,0.0011657729074374,43.18418617009775,12.225126331840992,0.4816197964108629,0.1800752533665571
2017-01-05 16:00:00+00:00,0.0025617140195621,0.0027952480782669,0.0041987403778867,47.45992428416249,12.139885297818184,0.351011476130252,0.1894955447230611
2017-01-06 09:45:00+00:00,-0.0008130081300812,0.0017466231951561,0.0046712600724045,46.30675021722615,12.52884563410046,0.1918988717624438,0.1896444672676409
2017-01-06 10:00:00+00:00,0.003370917121934,0.0025551684088269,0.0067646372754839,51.39514475176418,12.841758131164092,-0.0709103334946797,0.1948123990621189
2017-01-06 10:15:00+00:00,-0.0008109360518998,0.002557247471812,0.0045422781271837,50.20086607517351,13.183314274444758,-0.3122830503748741,0.1897035222569766
2017-01-06 10:30:00+00:00,-0.001855072463768,-0.0026645041705281,0.0024452724732184,47.57302191841552,13.309875763831627,-0.5655177700709861,0.1928787535366593
2017-01-06 10:45:00+00:00,-0.000232315019166,-0.0020869565217391,-0.0003484320557491,47.25147296539985,13.267807299296985,-0.7289582284411636,0.1813057481027821
2017-01-06 11:00:00+00:00,0.0,-0.000232315019166,0.0004649540857839,47.25147296539984,13.25053500758158,-0.8195053647797352,0.1743708805239956
2017-01-06 11:15:00+00:00,0.000813291506913,0.000813291506913,-0.0020852641334567,48.56748199802126,13.233927034778311,-0.8425835386370025,0.1636915177118305
2017-01-06 11:30:00+00:00,0.0018574413745064,0.0026722435227142,0.0005797101449274,51.44700054240368,13.460473023163477,-0.8783904274485408,0.165809552248163
2017-01-06 11:45:00+00:00,0.0016222479721901,0.0034827025771999,0.0040655128354047,53.80074060219457,13.80649546077342,-0.8333561649921823,0.1356179538873463
