,signal
2019-07-03 14:00:00+00:00,1
2019-07-03 14:15:00+00:00,1
2019-07-03 14:30:00+00:00,1
2019-07-03 14:45:00+00:00,1
2019-07-03 15:00:00+00:00,1
2019-07-03 15:15:00+00:00,1
2019-07-03 15:30:00+00:00,1
2019-07-03 15:45:00+00:00,1
2019-07-03 16:00:00+00:00,1
2019-07-05 09:45:00+00:00,0
2019-07-05 10:00:00+00:00,0
2019-07-05 10:15:00+00:00,0
2019-07-05 10:30:00+00:00,0
2019-07-05 10:45:00+00:00,0
2019-07-05 11:00:00+00:00,0
2019-07-05 11:15:00+00:00,0
2019-07-05 11:30:00+00:00,0
2019-07-05 11:45:00+00:00,0
2019-07-05 12:00:00+00:00,0
2019-07-05 12:15:00+00:00,0
2019-07-05 12:30:00+00:00,0
2019-07-05 12:45:00+00:00,0
2019-07-05 13:00:00+00:00,0
2019-07-05 13:15:00+00:00,0
2019-07-05 13:30:00+00:00,0
2019-07-05 13:45:00+00:00,0
2019-07-05 14:00:00+00:00,0
2019-07-05 14:15:00+00:00,0
2019-07-05 14:30:00+00:00,0
2019-07-05 14:45:00+00:00,0
2019-07-05 15:00:00+00:00,0
2019-07-05 15:15:00+00:00,0
2019-07-05 15:30:00+00:00,0
2019-07-05 15:45:00+00:00,0
2019-07-05 16:00:00+00:00,0
2019-07-08 09:45:00+00:00,0
2019-07-08 10:00:00+00:00,0
2019-07-08 10:15:00+00:00,0
2019-07-08 10:30:00+00:00,0
2019-07-08 10:45:00+00:00,0
2019-07-08 11:00:00+00:00,0
2019-07-08 11:15:00+00:00,0
2019-07-08 11:30:00+00:00,1
2019-07-08 11:45:00+00:00,0
2019-07-08 12:00:00+00:00,0
2019-07-08 12:15:00+00:00,0
2019-07-08 12:30:00+00:00,1
2019-07-08 12:45:00+00:00,1
2019-07-08 13:00:00+00:00,1
2019-07-08 13:15:00+00:00,1
2019-07-08 13:30:00+00:00,1
2019-07-08 13:45:00+00:00,1
2019-07-08 14:00:00+00:00,1
2019-07-08 14:15:00+00:00,1
2019-07-08 14:30:00+00:00,1
2019-07-08 14:45:00+00:00,1
2019-07-08 15:00:00+00:00,1
2019-07-08 15:15:00+00:00,1
2019-07-08 15:30:00+00:00,0
2019-07-08 15:45:00+00:00,0
2019-07-08 16:00:00+00:00,0
2019-07-09 09:45:00+00:00,0
2019-07-09 10:00:00+00:00,0
2019-07-09 10:15:00+00:00,0
2019-07-09 10:30:00+00:00,0
2019-07-09 10:45:00+00:00,0
2019-07-09 11:00:00+00:00,0
2019-07-09 11:15:00+00:00,0
2019-07-09 11:30:00+00:00,0
2019-07-09 11:45:00+00:00,1
2019-07-09 12:00:00+00:00,1
2019-07-09 12:15:00+00:00,0
2019-07-09 12:30:00+00:00,0
2019-07-09 12:45:00+00:00,0
2019-07-09 13:00:00+00:00,0
2019-07-09 13:15:00+00:00,0
2019-07-09 13:30:00+00:00,0
2019-07-09 13:45:00+00:00,0
2019-07-09 14:00:00+00:00,0
2019-07-09 14:15:00+00:00,0
2019-07-09 14:30:00+00:00,0
2019-07-09 14:45:00+00:00,0
2019-07-09 15:00:00+00:00,0
2019-07-09 15:15:00+00:00,0
2019-07-09 15:30:00+00:00,0
2019-07-09 15:45:00+00:00,0
2019-07-09 16:00:00+00:00,0
2019-07-10 09:45:00+00:00,0
2019-07-10 10:00:00+00:00,0
2019-07-10 10:15:00+00:00,0
2019-07-10 10:30:00+00:00,0
2019-07-10 10:45:00+00:00,0
2019-07-10 11:00:00+00:00,0
2019-07-10 11:15:00+00:00,0
2019-07-10 11:30:00+00:00,0
2019-07-10 11:45:00+00:00,0
2019-07-10 12:00:00+00:00,0
2019-07-10 12:15:00+00:00,0
2019-07-10 12:30:00+00:00,0
2019-07-10 12:45:00+00:00,0
2019-07-10 13:00:00+00:00,0
2019-07-10 13:15:00+00:00,0
2019-07-10 13:30:00+00:00,0
